2014/3/20,,182,1,768,モール用スイッチボックス２ケ用(カベ白),1,,1,3,595,595,1000,1,1,3
2014/3/20,,182,1,767,モール用スイッチボックス１ケ用(カベ白),1,,5,3,248,1240,440,1,1,3
2014/3/20,,182,1,774,プラモール１号　カベ白,1,,10,4,80,800,210,1,1,3
2014/3/20,,182,1,802,モールテープ　１号,1,,1,8,405,405,790,1,1,3
2014/3/20,,182,1,775,プラモール２号　カベ白,1,,21,4,115,2415,280,1,1,3
2014/3/19,,161,1,739,コンビネーションカップリング　ＦＥＰ３０ Ｇ３６,1,,-1,3,486,-486,760,1,1,3
2014/3/31,,195,1,996,棒型キャップ付端子　ＴＣ ８ＳＣ,1,,6,13,67,402,,1,1,3
2014/3/31,,161,1,110,フック金物,1,,-1,3,195,-195,,1,1,3
2014/3/31,,169,1,963,ダイナミックマイクロホン,1,,4,4,7750,31000,13500,1,1,3
2014/3/31,,182,1,775,プラモール２号　カベ白,1,,-2,4,115,-230,280,1,1,3
2014/3/31,,182,1,774,プラモール１号　カベ白,1,,-2,4,80,-160,210,1,1,3
2014/4/9,,187,1,406,一般用換気扇　３０Ｃｍ,1,,3,2,8325,24975,18500,2,1,2
2014/4/9,,196,1,934,６００Ｖ　ＣＶケーブル　５．５ｍｍ２ ４Ｃ,24,矢崎電線,60,6,329,19740,,2,1,2
2014/4/9,,196,1,929,６００Ｖ　ＣＶケーブル　３．５ｍｍ２ ４Ｃ,1,,90,6,235,21150,,2,1,2
